Record#,Match#,Cup#,Race#,Date,Extra150cc,Cup,Track,Racer,Points,RaceWin,CupWin,CupPoints,MatchPoints,Range,MatchCupWins,MatchRaceWins,MatchWinType,ComputerWinFirst,MatchWin
2495,78,312,1248,4/12/14,150cc,4 Special Cup,16 Rainbow Road,Mario,6,Lose,Tie,30,111,110-119,1,7,Points Lose,NO,Lose
2496,78,312,1248,4/12/14,150cc,4 Special Cup,16 Rainbow Road,Peter,9,Win,Tie,30,123,120-129,1,9,Points Win,NO,Win
2497,79,313,1249,4/12/14,Extra,1 Mushroom Cup,1 Luigi Raceway,Mario,6,Lose,Tie,30,92,090-099,0,6,Cup Lose,NO,Lose
2498,79,313,1249,4/12/14,Extra,1 Mushroom Cup,1 Luigi Raceway,Peter,9,Win,Tie,30,123,120-129,2,10,Cup Win,NO,Win
2499,79,313,1250,4/12/14,Extra,1 Mushroom Cup,2 Moo Moo Farm,Mario,9,Win,Tie,30,92,090-099,0,6,Cup Lose,NO,Lose
2500,79,313,1250,4/12/14,Extra,1 Mushroom Cup,2 Moo Moo Farm,Peter,6,Lose,Tie,30,123,120-129,2,10,Cup Win,NO,Win
2501,79,313,1251,4/12/14,Extra,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,6,Lose,Tie,30,92,090-099,0,6,Cup Lose,NO,Lose
2502,79,313,1251,4/12/14,Extra,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,9,Win,Tie,30,123,120-129,2,10,Cup Win,NO,Win
2503,79,313,1252,4/12/14,Extra,1 Mushroom Cup,4 Kalimari Desert,Mario,9,Win,Tie,30,92,090-099,0,6,Cup Lose,NO,Lose
2504,79,313,1252,4/12/14,Extra,1 Mushroom Cup,4 Kalimari Desert,Peter,6,Lose,Tie,30,123,120-129,2,10,Cup Win,NO,Win
2505,79,314,1253,4/12/14,Extra,2 Flower Cup,5 Toad's Turnpike,Mario,0,Lose,Lose,16,92,090-099,0,6,Cup Lose,YES,Lose
2506,79,314,1253,4/12/14,Extra,2 Flower Cup,5 Toad's Turnpike,Peter,6,Win,Win,30,123,120-129,2,10,Cup Win,YES,Win
2507,79,314,1254,4/12/14,Extra,2 Flower Cup,6 Frappe Snowland,Mario,6,Lose,Lose,16,92,090-099,0,6,Cup Lose,NO,Lose
2508,79,314,1254,4/12/14,Extra,2 Flower Cup,6 Frappe Snowland,Peter,9,Win,Win,30,123,120-129,2,10,Cup Win,NO,Win
2509,79,314,1255,4/12/14,Extra,2 Flower Cup,7 Choco Mountain,Mario,1,Lose,Lose,16,92,090-099,0,6,Cup Lose,NO,Lose
2510,79,314,1255,4/12/14,Extra,2 Flower Cup,7 Choco Mountain,Peter,9,Win,Win,30,123,120-129,2,10,Cup Win,NO,Win
2511,79,314,1256,4/12/14,Extra,2 Flower Cup,8 Mario Raceway,Mario,9,Win,Lose,16,92,090-099,0,6,Cup Lose,NO,Lose
2512,79,314,1256,4/12/14,Extra,2 Flower Cup,8 Mario Raceway,Peter,6,Lose,Win,30,123,120-129,2,10,Cup Win,NO,Win
2513,79,315,1257,4/12/14,Extra,3 Star Cup,9 Wario Stadium,Mario,6,Lose,Tie,30,92,090-099,0,6,Cup Lose,NO,Lose
2514,79,315,1257,4/12/14,Extra,3 Star Cup,9 Wario Stadium,Peter,9,Win,Tie,30,123,120-129,2,10,Cup Win,NO,Win
2515,79,315,1258,4/12/14,Extra,3 Star Cup,10 Sherbert Land,Mario,6,Lose,Tie,30,92,090-099,0,6,Cup Lose,NO,Lose
2516,79,315,1258,4/12/14,Extra,3 Star Cup,10 Sherbert Land,Peter,9,Win,Tie,30,123,120-129,2,10,Cup Win,NO,Win
2517,79,315,1259,4/12/14,Extra,3 Star Cup,11 Royal Raceway,Mario,9,Win,Tie,30,92,090-099,0,6,Cup Lose,NO,Lose
2518,79,315,1259,4/12/14,Extra,3 Star Cup,11 Royal Raceway,Peter,6,Lose,Tie,30,123,120-129,2,10,Cup Win,NO,Win
2519,79,315,1260,4/12/14,Extra,3 Star Cup,12 Bowser's Castle,Mario,9,Win,Tie,30,92,090-099,0,6,Cup Lose,NO,Lose
2520,79,315,1260,4/12/14,Extra,3 Star Cup,12 Bowser's Castle,Peter,6,Lose,Tie,30,123,120-129,2,10,Cup Win,NO,Win
2521,79,316,1261,4/12/14,Extra,4 Special Cup,13 DK's Jungle Parkway,Mario,6,Lose,Lose,16,92,090-099,0,6,Cup Lose,NO,Lose
2522,79,316,1261,4/12/14,Extra,4 Special Cup,13 DK's Jungle Parkway,Peter,9,Win,Win,33,123,120-129,2,10,Cup Win,NO,Win
2523,79,316,1262,4/12/14,Extra,4 Special Cup,14 Yoshi Valley,Mario,9,Win,Lose,16,92,090-099,0,6,Cup Lose,NO,Lose
2524,79,316,1262,4/12/14,Extra,4 Special Cup,14 Yoshi Valley,Peter,6,Lose,Win,33,123,120-129,2,10,Cup Win,NO,Win
2525,79,316,1263,4/12/14,Extra,4 Special Cup,15 Banshee Boardwalk,Mario,0,Lose,Lose,16,92,090-099,0,6,Cup Lose,NO,Lose
2526,79,316,1263,4/12/14,Extra,4 Special Cup,15 Banshee Boardwalk,Peter,9,Win,Win,33,123,120-129,2,10,Cup Win,NO,Win
2527,79,316,1264,4/12/14,Extra,4 Special Cup,16 Rainbow Road,Mario,1,Lose,Lose,16,92,090-099,0,6,Cup Lose,NO,Lose
2528,79,316,1264,4/12/14,Extra,4 Special Cup,16 Rainbow Road,Peter,9,Win,Win,33,123,120-129,2,10,Cup Win,NO,Win
2529,80,317,1265,4/18/14,150cc,1 Mushroom Cup,1 Luigi Raceway,Mario,3,Lose,Lose,19,118,110-119,3,10,Cup Win,NO,Win
2530,80,317,1265,4/18/14,150cc,1 Mushroom Cup,1 Luigi Raceway,Peter,9,Win,Win,30,103,100-109,1,6,Cup Lose,NO,Lose
2531,80,317,1266,4/18/14,150cc,1 Mushroom Cup,2 Moo Moo Farm,Mario,1,Lose,Lose,19,118,110-119,3,10,Cup Win,YES,Win
2532,80,317,1266,4/18/14,150cc,1 Mushroom Cup,2 Moo Moo Farm,Peter,6,Win,Win,30,103,100-109,1,6,Cup Lose,YES,Lose
2533,80,317,1267,4/18/14,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,6,Lose,Lose,19,118,110-119,3,10,Cup Win,NO,Win
2534,80,317,1267,4/18/14,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,9,Win,Win,30,103,100-109,1,6,Cup Lose,NO,Lose
2535,80,317,1268,4/18/14,150cc,1 Mushroom Cup,4 Kalimari Desert,Mario,9,Win,Lose,19,118,110-119,3,10,Cup Win,NO,Win
2536,80,317,1268,4/18/14,150cc,1 Mushroom Cup,4 Kalimari Desert,Peter,6,Lose,Win,30,103,100-109,1,6,Cup Lose,NO,Lose
2537,80,318,1269,4/18/14,150cc,2 Flower Cup,5 Toad's Turnpike,Mario,9,Win,Win,33,118,110-119,3,10,Cup Win,NO,Win
2538,80,318,1269,4/18/14,150cc,2 Flower Cup,5 Toad's Turnpike,Peter,6,Lose,Lose,27,103,100-109,1,6,Cup Lose,NO,Lose
2539,80,318,1270,4/18/14,150cc,2 Flower Cup,6 Frappe Snowland,Mario,9,Win,Win,33,118,110-119,3,10,Cup Win,NO,Win
2540,80,318,1270,4/18/14,150cc,2 Flower Cup,6 Frappe Snowland,Peter,6,Lose,Lose,27,103,100-109,1,6,Cup Lose,NO,Lose
2541,80,318,1271,4/18/14,150cc,2 Flower Cup,7 Choco Mountain,Mario,9,Win,Win,33,118,110-119,3,10,Cup Win,NO,Win
2542,80,318,1271,4/18/14,150cc,2 Flower Cup,7 Choco Mountain,Peter,6,Lose,Lose,27,103,100-109,1,6,Cup Lose,NO,Lose
2543,80,318,1272,4/18/14,150cc,2 Flower Cup,8 Mario Raceway,Mario,6,Lose,Win,33,118,110-119,3,10,Cup Win,NO,Win
2544,80,318,1272,4/18/14,150cc,2 Flower Cup,8 Mario Raceway,Peter,9,Win,Lose,27,103,100-109,1,6,Cup Lose,NO,Lose
2545,80,319,1273,4/18/14,150cc,3 Star Cup,9 Wario Stadium,Mario,9,Win,Win,33,118,110-119,3,10,Cup Win,NO,Win
2546,80,319,1273,4/18/14,150cc,3 Star Cup,9 Wario Stadium,Peter,1,Lose,Lose,22,103,100-109,1,6,Cup Lose,NO,Lose
2547,80,319,1274,4/18/14,150cc,3 Star Cup,10 Sherbert Land,Mario,6,Lose,Win,33,118,110-119,3,10,Cup Win,NO,Win
2548,80,319,1274,4/18/14,150cc,3 Star Cup,10 Sherbert Land,Peter,9,Win,Lose,22,103,100-109,1,6,Cup Lose,NO,Lose
2549,80,319,1275,4/18/14,150cc,3 Star Cup,11 Royal Raceway,Mario,9,Win,Win,33,118,110-119,3,10,Cup Win,NO,Win
2550,80,319,1275,4/18/14,150cc,3 Star Cup,11 Royal Raceway,Peter,6,Lose,Lose,22,103,100-109,1,6,Cup Lose,NO,Lose
2551,80,319,1276,4/18/14,150cc,3 Star Cup,12 Bowser's Castle,Mario,9,Win,Win,33,118,110-119,3,10,Cup Win,NO,Win
2552,80,319,1276,4/18/14,150cc,3 Star Cup,12 Bowser's Castle,Peter,6,Lose,Lose,22,103,100-109,1,6,Cup Lose,NO,Lose
2553,80,320,1277,4/18/14,150cc,4 Special Cup,13 DK's Jungle Parkway,Mario,9,Win,Win,33,118,110-119,3,10,Cup Win,NO,Win
2554,80,320,1277,4/18/14,150cc,4 Special Cup,13 DK's Jungle Parkway,Peter,6,Lose,Lose,24,103,100-109,1,6,Cup Lose,NO,Lose
2555,80,320,1278,4/18/14,150cc,4 Special Cup,14 Yoshi Valley,Mario,6,Lose,Win,33,118,110-119,3,10,Cup Win,NO,Win
2556,80,320,1278,4/18/14,150cc,4 Special Cup,14 Yoshi Valley,Peter,9,Win,Lose,24,103,100-109,1,6,Cup Lose,NO,Lose
2557,80,320,1279,4/18/14,150cc,4 Special Cup,15 Banshee Boardwalk,Mario,9,Win,Win,33,118,110-119,3,10,Cup Win,NO,Win
2558,80,320,1279,4/18/14,150cc,4 Special Cup,15 Banshee Boardwalk,Peter,3,Lose,Lose,24,103,100-109,1,6,Cup Lose,NO,Lose
2559,80,320,1280,4/18/14,150cc,4 Special Cup,16 Rainbow Road,Mario,9,Win,Win,33,118,110-119,3,10,Cup Win,NO,Win
2560,80,320,1280,4/18/14,150cc,4 Special Cup,16 Rainbow Road,Peter,6,Lose,Lose,24,103,100-109,1,6,Cup Lose,NO,Lose
2561,81,321,1281,4/18/14,Extra,1 Mushroom Cup,1 Luigi Raceway,Mario,3,Lose,Win,30,108,100-109,2,10,Cup Win,NO,Win
2562,81,321,1281,4/18/14,Extra,1 Mushroom Cup,1 Luigi Raceway,Peter,9,Win,Lose,27,99,090-099,0,6,Cup Lose,NO,Lose
2563,81,321,1282,4/18/14,Extra,1 Mushroom Cup,2 Moo Moo Farm,Mario,9,Win,Win,30,108,100-109,2,10,Cup Win,NO,Win
2564,81,321,1282,4/18/14,Extra,1 Mushroom Cup,2 Moo Moo Farm,Peter,6,Lose,Lose,27,99,090-099,0,6,Cup Lose,NO,Lose
2565,81,321,1283,4/18/14,Extra,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,9,Win,Win,30,108,100-109,2,10,Cup Win,NO,Win
2566,81,321,1283,4/18/14,Extra,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,6,Lose,Lose,27,99,090-099,0,6,Cup Lose,NO,Lose
2567,81,321,1284,4/18/14,Extra,1 Mushroom Cup,4 Kalimari Desert,Mario,9,Win,Win,30,108,100-109,2,10,Cup Win,NO,Win
2568,81,321,1284,4/18/14,Extra,1 Mushroom Cup,4 Kalimari Desert,Peter,6,Lose,Lose,27,99,090-099,0,6,Cup Lose,NO,Lose
2569,81,322,1285,4/18/14,Extra,2 Flower Cup,5 Toad's Turnpike,Mario,6,Win,Tie,27,108,100-109,2,10,Cup Win,YES,Win
2570,81,322,1285,4/18/14,Extra,2 Flower Cup,5 Toad's Turnpike,Peter,3,Lose,Tie,27,99,090-099,0,6,Cup Lose,YES,Lose
2571,81,322,1286,4/18/14,Extra,2 Flower Cup,6 Frappe Snowland,Mario,9,Win,Tie,27,108,100-109,2,10,Cup Win,NO,Win
2572,81,322,1286,4/18/14,Extra,2 Flower Cup,6 Frappe Snowland,Peter,6,Lose,Tie,27,99,090-099,0,6,Cup Lose,NO,Lose
2573,81,322,1287,4/18/14,Extra,2 Flower Cup,7 Choco Mountain,Mario,6,Lose,Tie,27,108,100-109,2,10,Cup Win,NO,Win
2574,81,322,1287,4/18/14,Extra,2 Flower Cup,7 Choco Mountain,Peter,9,Win,Tie,27,99,090-099,0,6,Cup Lose,NO,Lose
2575,81,322,1288,4/18/14,Extra,2 Flower Cup,8 Mario Raceway,Mario,6,Lose,Tie,27,108,100-109,2,10,Cup Win,NO,Win
2576,81,322,1288,4/18/14,Extra,2 Flower Cup,8 Mario Raceway,Peter,9,Win,Tie,27,99,090-099,0,6,Cup Lose,NO,Lose
2577,81,323,1289,4/18/14,Extra,3 Star Cup,9 Wario Stadium,Mario,0,Lose,Win,24,108,100-109,2,10,Cup Win,YES,Win
2578,81,323,1289,4/18/14,Extra,3 Star Cup,9 Wario Stadium,Peter,6,Win,Lose,18,99,090-099,0,6,Cup Lose,YES,Lose
2579,81,323,1290,4/18/14,Extra,3 Star Cup,10 Sherbert Land,Mario,9,Win,Win,24,108,100-109,2,10,Cup Win,NO,Win
2580,81,323,1290,4/18/14,Extra,3 Star Cup,10 Sherbert Land,Peter,6,Lose,Lose,18,99,090-099,0,6,Cup Lose,NO,Lose
2581,81,323,1291,4/18/14,Extra,3 Star Cup,11 Royal Raceway,Mario,6,Win,Win,24,108,100-109,2,10,Cup Win,YES,Win
2582,81,323,1291,4/18/14,Extra,3 Star Cup,11 Royal Raceway,Peter,0,Lose,Lose,18,99,090-099,0,6,Cup Lose,YES,Lose
2583,81,323,1292,4/18/14,Extra,3 Star Cup,12 Bowser's Castle,Mario,9,Win,Win,24,108,100-109,2,10,Cup Win,NO,Win
2584,81,323,1292,4/18/14,Extra,3 Star Cup,12 Bowser's Castle,Peter,6,Lose,Lose,18,99,090-099,0,6,Cup Lose,NO,Lose
2585,81,324,1293,4/18/14,Extra,4 Special Cup,13 DK's Jungle Parkway,Mario,6,Lose,Tie,27,108,100-109,2,10,Cup Win,NO,Win
2586,81,324,1293,4/18/14,Extra,4 Special Cup,13 DK's Jungle Parkway,Peter,9,Win,Tie,27,99,090-099,0,6,Cup Lose,NO,Lose
2587,81,324,1294,4/18/14,Extra,4 Special Cup,14 Yoshi Valley,Mario,6,Lose,Tie,27,108,100-109,2,10,Cup Win,NO,Win
2588,81,324,1294,4/18/14,Extra,4 Special Cup,14 Yoshi Valley,Peter,9,Win,Tie,27,99,090-099,0,6,Cup Lose,NO,Lose
2589,81,324,1295,4/18/14,Extra,4 Special Cup,15 Banshee Boardwalk,Mario,9,Win,Tie,27,108,100-109,2,10,Cup Win,NO,Win
2590,81,324,1295,4/18/14,Extra,4 Special Cup,15 Banshee Boardwalk,Peter,6,Lose,Tie,27,99,090-099,0,6,Cup Lose,NO,Lose
2591,81,324,1296,4/18/14,Extra,4 Special Cup,16 Rainbow Road,Mario,6,Win,Tie,27,108,100-109,2,10,Cup Win,YES,Win
2592,81,324,1296,4/18/14,Extra,4 Special Cup,16 Rainbow Road,Peter,3,Lose,Tie,27,99,090-099,0,6,Cup Lose,YES,Lose
2593,82,325,1297,4/26/14,150cc,1 Mushroom Cup,1 Luigi Raceway,Mario,6,Lose,Win,33,112,110-119,1,8,Cup Lose,NO,Lose
2594,82,325,1297,4/26/14,150cc,1 Mushroom Cup,1 Luigi Raceway,Peter,9,Win,Lose,24,111,110-119,2,8,Cup Win,NO,Win
2595,82,325,1298,4/26/14,150cc,1 Mushroom Cup,2 Moo Moo Farm,Mario,9,Win,Win,33,112,110-119,1,8,Cup Lose,NO,Lose
2596,82,325,1298,4/26/14,150cc,1 Mushroom Cup,2 Moo Moo Farm,Peter,3,Lose,Lose,24,111,110-119,2,8,Cup Win,NO,Win
2597,82,325,1299,4/26/14,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,9,Win,Win,33,112,110-119,1,8,Cup Lose,NO,Lose
2598,82,325,1299,4/26/14,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,6,Lose,Lose,24,111,110-119,2,8,Cup Win,NO,Win
2599,82,325,1300,4/26/14,150cc,1 Mushroom Cup,4 Kalimari Desert,Mario,9,Win,Win,33,112,110-119,1,8,Cup Lose,NO,Lose
2600,82,325,1300,4/26/14,150cc,1 Mushroom Cup,4 Kalimari Desert,Peter,6,Lose,Lose,24,111,110-119,2,8,Cup Win,NO,Win
2601,82,326,1301,4/26/14,150cc,2 Flower Cup,5 Toad's Turnpike,Mario,6,Lose,Lose,27,112,110-119,1,8,Cup Lose,NO,Lose
2602,82,326,1301,4/26/14,150cc,2 Flower Cup,5 Toad's Turnpike,Peter,9,Win,Win,33,111,110-119,2,8,Cup Win,NO,Win
2603,82,326,1302,4/26/14,150cc,2 Flower Cup,6 Frappe Snowland,Mario,6,Lose,Lose,27,112,110-119,1,8,Cup Lose,NO,Lose
2604,82,326,1302,4/26/14,150cc,2 Flower Cup,6 Frappe Snowland,Peter,9,Win,Win,33,111,110-119,2,8,Cup Win,NO,Win
2605,82,326,1303,4/26/14,150cc,2 Flower Cup,7 Choco Mountain,Mario,6,Lose,Lose,27,112,110-119,1,8,Cup Lose,NO,Lose
2606,82,326,1303,4/26/14,150cc,2 Flower Cup,7 Choco Mountain,Peter,9,Win,Win,33,111,110-119,2,8,Cup Win,NO,Win
2607,82,326,1304,4/26/14,150cc,2 Flower Cup,8 Mario Raceway,Mario,9,Win,Lose,27,112,110-119,1,8,Cup Lose,NO,Lose
2608,82,326,1304,4/26/14,150cc,2 Flower Cup,8 Mario Raceway,Peter,6,Lose,Win,33,111,110-119,2,8,Cup Win,NO,Win
2609,82,327,1305,4/26/14,150cc,3 Star Cup,9 Wario Stadium,Mario,9,Win,Lose,22,112,110-119,1,8,Cup Lose,NO,Lose
2610,82,327,1305,4/26/14,150cc,3 Star Cup,9 Wario Stadium,Peter,6,Lose,Win,24,111,110-119,2,8,Cup Win,NO,Win
2611,82,327,1306,4/26/14,150cc,3 Star Cup,10 Sherbert Land,Mario,6,Lose,Lose,22,112,110-119,1,8,Cup Lose,NO,Lose
2612,82,327,1306,4/26/14,150cc,3 Star Cup,10 Sherbert Land,Peter,9,Win,Win,24,111,110-119,2,8,Cup Win,NO,Win
2613,82,327,1307,4/26/14,150cc,3 Star Cup,11 Royal Raceway,Mario,6,Win,Lose,22,112,110-119,1,8,Cup Lose,YES,Lose
2614,82,327,1307,4/26/14,150cc,3 Star Cup,11 Royal Raceway,Peter,3,Lose,Win,24,111,110-119,2,8,Cup Win,YES,Win
2615,82,327,1308,4/26/14,150cc,3 Star Cup,12 Bowser's Castle,Mario,1,Lose,Lose,22,112,110-119,1,8,Cup Lose,YES,Lose
2616,82,327,1308,4/26/14,150cc,3 Star Cup,12 Bowser's Castle,Peter,6,Win,Win,24,111,110-119,2,8,Cup Win,YES,Win
2617,82,328,1309,4/26/14,150cc,4 Special Cup,13 DK's Jungle Parkway,Mario,9,Win,Tie,30,112,110-119,1,8,Cup Lose,NO,Lose
2618,82,328,1309,4/26/14,150cc,4 Special Cup,13 DK's Jungle Parkway,Peter,6,Lose,Tie,30,111,110-119,2,8,Cup Win,NO,Win
2619,82,328,1310,4/26/14,150cc,4 Special Cup,14 Yoshi Valley,Mario,6,Lose,Tie,30,112,110-119,1,8,Cup Lose,NO,Lose
2620,82,328,1310,4/26/14,150cc,4 Special Cup,14 Yoshi Valley,Peter,9,Win,Tie,30,111,110-119,2,8,Cup Win,NO,Win
2621,82,328,1311,4/26/14,150cc,4 Special Cup,15 Banshee Boardwalk,Mario,6,Lose,Tie,30,112,110-119,1,8,Cup Lose,NO,Lose
2622,82,328,1311,4/26/14,150cc,4 Special Cup,15 Banshee Boardwalk,Peter,9,Win,Tie,30,111,110-119,2,8,Cup Win,NO,Win
2623,82,328,1312,4/26/14,150cc,4 Special Cup,16 Rainbow Road,Mario,9,Win,Tie,30,112,110-119,1,8,Cup Lose,NO,Lose
2624,82,328,1312,4/26/14,150cc,4 Special Cup,16 Rainbow Road,Peter,6,Lose,Tie,30,111,110-119,2,8,Cup Win,NO,Win
2625,83,329,1313,4/26/14,Extra,1 Mushroom Cup,1 Luigi Raceway,Mario,6,Win,Lose,22,103,100-109,1,7,Cup Lose,YES,Lose
2626,83,329,1313,4/26/14,Extra,1 Mushroom Cup,1 Luigi Raceway,Peter,3,Lose,Win,27,111,110-119,3,9,Cup Win,YES,Win
2627,83,329,1314,4/26/14,Extra,1 Mushroom Cup,2 Moo Moo Farm,Mario,1,Lose,Lose,22,103,100-109,1,7,Cup Lose,NO,Lose
2628,83,329,1314,4/26/14,Extra,1 Mushroom Cup,2 Moo Moo Farm,Peter,9,Win,Win,27,111,110-119,3,9,Cup Win,NO,Win
2629,83,329,1315,4/26/14,Extra,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,9,Win,Lose,22,103,100-109,1,7,Cup Lose,NO,Lose
2630,83,329,1315,4/26/14,Extra,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,6,Lose,Win,27,111,110-119,3,9,Cup Win,NO,Win
2631,83,329,1316,4/26/14,Extra,1 Mushroom Cup,4 Kalimari Desert,Mario,6,Lose,Lose,22,103,100-109,1,7,Cup Lose,NO,Lose
2632,83,329,1316,4/26/14,Extra,1 Mushroom Cup,4 Kalimari Desert,Peter,9,Win,Win,27,111,110-119,3,9,Cup Win,NO,Win
2633,83,330,1317,4/26/14,Extra,2 Flower Cup,5 Toad's Turnpike,Mario,6,Lose,Lose,27,103,100-109,1,7,Cup Lose,NO,Lose
2634,83,330,1317,4/26/14,Extra,2 Flower Cup,5 Toad's Turnpike,Peter,9,Win,Win,30,111,110-119,3,9,Cup Win,NO,Win
2635,83,330,1318,4/26/14,Extra,2 Flower Cup,6 Frappe Snowland,Mario,6,Lose,Lose,27,103,100-109,1,7,Cup Lose,NO,Lose
2636,83,330,1318,4/26/14,Extra,2 Flower Cup,6 Frappe Snowland,Peter,9,Win,Win,30,111,110-119,3,9,Cup Win,NO,Win
2637,83,330,1319,4/26/14,Extra,2 Flower Cup,7 Choco Mountain,Mario,9,Win,Lose,27,103,100-109,1,7,Cup Lose,NO,Lose
2638,83,330,1319,4/26/14,Extra,2 Flower Cup,7 Choco Mountain,Peter,3,Lose,Win,30,111,110-119,3,9,Cup Win,NO,Win
2639,83,330,1320,4/26/14,Extra,2 Flower Cup,8 Mario Raceway,Mario,6,Lose,Lose,27,103,100-109,1,7,Cup Lose,NO,Lose
2640,83,330,1320,4/26/14,Extra,2 Flower Cup,8 Mario Raceway,Peter,9,Win,Win,30,111,110-119,3,9,Cup Win,NO,Win
2641,83,331,1321,4/26/14,Extra,3 Star Cup,9 Wario Stadium,Mario,9,Win,Lose,27,103,100-109,1,7,Cup Lose,NO,Lose
2642,83,331,1321,4/26/14,Extra,3 Star Cup,9 Wario Stadium,Peter,6,Lose,Win,30,111,110-119,3,9,Cup Win,NO,Win
2643,83,331,1322,4/26/14,Extra,3 Star Cup,10 Sherbert Land,Mario,6,Lose,Lose,27,103,100-109,1,7,Cup Lose,NO,Lose
2644,83,331,1322,4/26/14,Extra,3 Star Cup,10 Sherbert Land,Peter,9,Win,Win,30,111,110-119,3,9,Cup Win,NO,Win
2645,83,331,1323,4/26/14,Extra,3 Star Cup,11 Royal Raceway,Mario,3,Lose,Lose,27,103,100-109,1,7,Cup Lose,NO,Lose
2646,83,331,1323,4/26/14,Extra,3 Star Cup,11 Royal Raceway,Peter,9,Win,Win,30,111,110-119,3,9,Cup Win,NO,Win
2647,83,331,1324,4/26/14,Extra,3 Star Cup,12 Bowser's Castle,Mario,9,Win,Lose,27,103,100-109,1,7,Cup Lose,NO,Lose
2648,83,331,1324,4/26/14,Extra,3 Star Cup,12 Bowser's Castle,Peter,6,Lose,Win,30,111,110-119,3,9,Cup Win,NO,Win
2649,83,332,1325,4/26/14,Extra,4 Special Cup,13 DK's Jungle Parkway,Mario,9,Win,Win,27,103,100-109,1,7,Cup Lose,NO,Lose
2650,83,332,1325,4/26/14,Extra,4 Special Cup,13 DK's Jungle Parkway,Peter,6,Lose,Lose,24,111,110-119,3,9,Cup Win,NO,Win
2651,83,332,1326,4/26/14,Extra,4 Special Cup,14 Yoshi Valley,Mario,6,Lose,Win,27,103,100-109,1,7,Cup Lose,NO,Lose
2652,83,332,1326,4/26/14,Extra,4 Special Cup,14 Yoshi Valley,Peter,9,Win,Lose,24,111,110-119,3,9,Cup Win,NO,Win
2653,83,332,1327,4/26/14,Extra,4 Special Cup,15 Banshee Boardwalk,Mario,9,Win,Win,27,103,100-109,1,7,Cup Lose,NO,Lose
2654,83,332,1327,4/26/14,Extra,4 Special Cup,15 Banshee Boardwalk,Peter,3,Lose,Lose,24,111,110-119,3,9,Cup Win,NO,Win
2655,83,332,1328,4/26/14,Extra,4 Special Cup,16 Rainbow Road,Mario,3,Lose,Win,27,103,100-109,1,7,Cup Lose,YES,Lose
2656,83,332,1328,4/26/14,Extra,4 Special Cup,16 Rainbow Road,Peter,6,Win,Lose,24,111,110-119,3,9,Cup Win,YES,Win
2657,84,333,1329,5/1/14,150cc,1 Mushroom Cup,1 Luigi Raceway,Mario,9,Win,Win,33,115,110-119,2,8,Cup Win,NO,Win
2658,84,333,1329,5/1/14,150cc,1 Mushroom Cup,1 Luigi Raceway,Peter,6,Lose,Lose,24,114,110-119,1,8,Cup Lose,NO,Lose
2659,84,333,1330,5/1/14,150cc,1 Mushroom Cup,2 Moo Moo Farm,Mario,9,Win,Win,33,115,110-119,2,8,Cup Win,NO,Win
2660,84,333,1330,5/1/14,150cc,1 Mushroom Cup,2 Moo Moo Farm,Peter,3,Lose,Lose,24,114,110-119,1,8,Cup Lose,NO,Lose
2661,84,333,1331,5/1/14,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,6,Lose,Win,33,115,110-119,2,8,Cup Win,NO,Win
2662,84,333,1331,5/1/14,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,9,Win,Lose,24,114,110-119,1,8,Cup Lose,NO,Lose
2663,84,333,1332,5/1/14,150cc,1 Mushroom Cup,4 Kalimari Desert,Mario,9,Win,Win,33,115,110-119,2,8,Cup Win,NO,Win
2664,84,333,1332,5/1/14,150cc,1 Mushroom Cup,4 Kalimari Desert,Peter,6,Lose,Lose,24,114,110-119,1,8,Cup Lose,NO,Lose
2665,84,334,1333,5/1/14,150cc,2 Flower Cup,5 Toad's Turnpike,Mario,9,Win,Tie,30,115,110-119,2,8,Cup Win,NO,Win
2666,84,334,1333,5/1/14,150cc,2 Flower Cup,5 Toad's Turnpike,Peter,6,Lose,Tie,30,114,110-119,1,8,Cup Lose,NO,Lose
2667,84,334,1334,5/1/14,150cc,2 Flower Cup,6 Frappe Snowland,Mario,6,Lose,Tie,30,115,110-119,2,8,Cup Win,NO,Win
2668,84,334,1334,5/1/14,150cc,2 Flower Cup,6 Frappe Snowland,Peter,9,Win,Tie,30,114,110-119,1,8,Cup Lose,NO,Lose
2669,84,334,1335,5/1/14,150cc,2 Flower Cup,7 Choco Mountain,Mario,9,Win,Tie,30,115,110-119,2,8,Cup Win,NO,Win
2670,84,334,1335,5/1/14,150cc,2 Flower Cup,7 Choco Mountain,Peter,6,Lose,Tie,30,114,110-119,1,8,Cup Lose,NO,Lose
2671,84,334,1336,5/1/14,150cc,2 Flower Cup,8 Mario Raceway,Mario,6,Lose,Tie,30,115,110-119,2,8,Cup Win,NO,Win
